gênero,artista,música,letra
Sertanejo Raiz,Leo Canhoto E Robertinho,Longe dos Olhos Perto do Coração,"Neste momento que me encontro aqui chorando Meu triste pranto eu derramo por meu bem Será meu deus, que ela também está pensando em mim Ou se agora está nos braços de outro alguém Se eu tivesse o endereço dela eu iria a procurar E dizer a ela para não me fazer mais ingratidão Mas não adianta, meu bem vive agora longe dos meus olhos Mas bem pertinho, muito pertinho do meu coração Talvez o orvalho que cai de mansinho nas verdes campinas Esteja molhando seus lindos cabelos nos braços de outro Pode ser que ela também esteja dormindo sonhando comigo Neste dilema sigo sofrendo morrendo aos poucos Se eu pudesse estar neste momento nos braços dela Para dizer-lhe que já não suporto esta solidão Mas não adianta, meu bem vive agora longe dos meus olhos Mas bem pertinho, muito pertinho do meu coração"
Sertanejo Raiz,Leo Canhoto E Robertinho,O Homem Mau,Atenção crianças não fiquem na rua O terrível Homem Mau está ali no bar Eu sou o Homem Mau eu sou mau mau mesmo Vendeiro traz cachaça com farinha pra todos Vamos logo mistura esse negócio ai É pra todo mundo beber Onde vai moço? Eu vou indo embora eu nunca bebi (tiro) E nem vai beber mesmo E você ai como é seu nome? Meu nome é Pedro (tiro) Era Pedro agora é Defunto Hahahaha Sua cara muito feia dava medo até de ver Quando entrava na cidade dava tiros pra valer Não tinha nenhum amigo só vivia pra matar Certa vez numa vendinha veja o que foi se passar Quem é o dono dessa porcaria aqui? Sou eu senhor Então tá dormindo? Traz Whisky logo Não tem Whisky O que é que eu bebo então? Bebe leite Quem bebe leite é bezerro (tiro) Toma Aprenda a respeitar o Homem Mau E essa mulher de quem é? Essa mulher é minha (tiros) Era sua agora é minha Hahahahahahaha Certa vez mais um bandido apareceu no povoado Pra matar o Homem Mau ele veio contratado O Homem Mau falou pra ele Você veio me matar a madeira do caixão Você já pode encomendar Então você veio me matar não é? Quem é você? Eu sou o famoso Billy Gancho porque? (tiro) Pronto Era Billy Gancho agora é Defunto Gancho Hahahahahahaha Todos tem seu dia certo todos tem seu fim marcado Pra acabar com o Homem Mau veio de longe um delegado Os dois homens frente a frente lá na rua se encontraram O Homem Mau e o delegado desse jeito conversaram Então você é o delegado que veio acabar comigo? Qual é o seu nome delegado? O meu nome é Justiça você está preso Homem Mau Hahahahahahaha Quem é você para me prender delegado? Fique sabendo que eu sou o Homem Mau Mau (tiros) É você era o Homem Mau agora é Defunto Mau A justiça sempre vence terminou aquela intriga O Homem Mau amanheceu com a boca cheia de formiga Lá na sua sepultura escreveram com desdém O Homem Mau morreu deitado e não faz falta pra ninguém
Sertanejo Raiz,Leo Canhoto E Robertinho,Apartamento 37,"Briguei com ela só pra ver ela chorando Porque sabia que ela gostava de mim Queria apenas ver seu pranto derramando Jamais pensei que aquela briga fosse o fim Ela foi embora sem dizer pra onde ia E eu fiquei triste, sozinho a chorar O sol desceu e a lua veio novamente Eu esperava mas meu bem não quis voltar Segui seu rastro na areia da estrada Na esperança de encontrar o meu benzinho Mas de repente veio a chuva e apagou Lá da estrada o sinal dos seus pézinhos Fiquei tão triste sem saber o que fazia Pus um anúncio no jornal dizendo assim Se alguém achar meu amorzinho tenha pena Faça o favor de devolver ela pra mim Meu endereço vou deixar esclarecido Porque talvez alguém a possa encontrar Moro na rua da amargura vinte e cinco Apartamento 37, quinto andar"
Sertanejo Raiz,Leo Canhoto E Robertinho,Viagem,"Cada vez que você parte Quero que o mundo se acabe Amanhã eu sei que volta mais meu coração não sabe Qualquer coisa fico tenso, e por pouco às vezes brigo, Sempre encontro uma desculpa pra você ficar comigo Viagem, sempre aparece um motivo e você vai, E esta angustia que do meu peito não sai Sempre este medo de um dia não voltar Passagem, a que vontade de rasga-lá e proibir, Fazer escândalo pra você não partir, E que jamais seja preciso viajar Cada vez que você volta, ganha vida a minha vida, Nessa hora que percebo o quanto você é querida Já não brigo e nem discuto, qualquer coisa eu aceito, Não me importam as viagens te amo de qualquer jeito Viagem, sempre aparece outro motivo e você vai, E esta angustia que do meu peito não sai Sempre este medo de um dia não voltar Passagem, a que vontade de rasga-lá e proibir, Fazer escândalo pra você não partir, E que jamais seja preciso me deixar."
Sertanejo Raiz,Leo Canhoto E Robertinho,O Valentão,"Fui dançar numa fazenda Era festa de São João Bem longe, muito longe Lá no fundo de um grotão No meio da barraca tinha um fraco lampião Tocando a oito baixos tinha um baita de um negrão A turma sapateava Levanta poeirão De repente chegou um sujeito valentão Entrou lá na barraca arrastando a espora no chão Já pegou no 38 e foi aquele barulhão O valentão: Não assuste não tigrada Eu sou amigo de todo mundo Gaiteiro...continue tocando tchê Pare, pare! Quem foi o atrevido que deu tiros aqui na minha festa? O valentão: O que é que há Indio Velho? Foi eu que atirei Não, não não...é só pra saber O valentão: Então gaiteiro..continue tocando diabo Quando deu a meia-noite foi aquela confusão O pau quebrou direito era feia a situação O valente pegou seu cavalo alazão Amarrou lá na barraca derrubou tudo no chão Foi tão grande a gritaria no meio da escuridão Alguém já fez o fogo para fazer o clarão Acharam o sanfoneiro lá debaixo do porão E começou tudo de novo na maior animação O valentão: Gaiteiro..continue tocando se não te rodeio umbigo de bala Foi uma festa tão boa que não esqueço mais não Me lembro com saudade daquele bailinho bom O povo era bacana tinha uma fina educação O sujeito valente tinha um bom coração O sol vinha surgindo lá no alto do espigão A festa continuava era grande a diversão O valente bebeu ficou meio boratião Mesmo assim ele falava com seu revólver na mão O valentão: Gaiteiro..toque mais uma se não tu deita na fumaça"
Sertanejo Raiz,Leo Canhoto E Robertinho,Vou Tomá Um Pingão,"Oi, vida amargurada Quanta dor que sinto Neste momento em meu coração Oi, que saudade dela Não aguento mais Vou lá na vendinha tomar um pingão Oi, vida amargurada Quanta dor que sinto Neste momento em meu coração Oi, que saudade dela Não aguento mais Vou lá na vendinha tomá um pingão Ela foi embora, partiu pra longe E eu fiquei sozinho Ela foi chorando, sentindo pena Em me deixar Qualquer dia desse, fico de fogo E saio zoando Onde ela mora, juro por Deus Que eu vou morar Oi, vida amargurada Quanta dor que sinto Neste momento em meu coração Oi, que saudade dela Não aguento mais Vou lá na vendinha tomar um pingão Ela foi embora, partiu pra longe E eu fiquei sozinho Ela foi chorando, sentindo pena Em me deixar Qualquer dia desse, fico de fogo E saio zoando Onde ela mora, juro por Deus Que eu vou morar Oi, vida amargurada Quanta dor que sinto Neste momento em meu coração Oi, que saudade dela Não aguento mais Vou lá na vendinha tomá um pingão Oi, vida amargurada Quanta dor que sinto Neste momento em meu coração Oi, que saudade dela Não aguento mais Vou lá na vendinha tomar um pingão Não aguento mais Vou lá na vendinha tomar um pingão Não aguento mais Vou lá na vendinha tomar um pingão"
Sertanejo Raiz,Leo Canhoto E Robertinho,A Colina do Amor,"Estou cansado de andar, procurando alguém, que queira ser meu bem Andei pelo deserto ardente, mas infelizmente, não achei ninguém Cruzei montanhas e cidades, planícies que não tem mais fim Será que Deus não fez ninguém, que de certo pra mim Um dia a minha estrela, irá brilhar, mostrando-me o estradão Por onde seguirei sorrindo, encontrar o dona do meu coração Tremendo beijarei seus lábios, os anjos cantarão um hino Daí nossos dois corações terão um só destino Em cima da colina verde, a nossa casinha eu vou construir O triste canto da andorinha que voa sozinha, eu quero ouvir Na encosta da grande montanha, pertinho de um regato em flor Com ela vou viver feliz, na colina do amor"
Sertanejo Raiz,Leo Canhoto E Robertinho,Fofinha,"Oi, menina cheirosa,   Corpinho enxuto, coisa gostosa,  Por que você me judia assim   Oi, coisa fofinha,   Quero que sejas somente minha  Quero que vivas só para mim!  Coisinha da minha vida                                           Minha cachaça preferida, não posso te esquecer   Você vive dentro de mim                                                              Me torturando pra ver meu fim  Deixa-me entrar dentro de você  Vou entrar no seu coração                                                                    E vou machucar pra ver quanto é bom,  Você vai chorar, você vai sofrer   Vou deixar você sem dormir                                                              Você vai penar, sem poder sorrir  Não vai conseguir me esquecer!"
Sertanejo Raiz,Leo Canhoto E Robertinho,Obrigado Meu Deus,"Muito obrigado, meu senhor onipotente Por ter me dado um corpo assim perfeito De coração eu te agradeço imensamente Muito obrigado por tudo o que me tem feito. Muito obrigado meu senhor, muito obrigado Eu te agradeço pela luz dos olhos meus Pela saúde e pela roupa que me cobre Muito obrigado meu amigo e meu Deus. Preciso tanto de você Não me negue tua luz Sem teu amor não sei viver Meu guarda-costa é você Meu amigo, meu Jesus."
Sertanejo Raiz,Leo Canhoto E Robertinho,Buck Sarampo,"Eu sou o Buck Sarampo! Ihuu! Vendeiro, ligue o rádio depressa que quero ouvir um pouco de futebol Si-sim senhor, eu já vou ligar, já vou ligar Vinte e três minutos de partida, etapa complementar Zero para o Santos, zero para a Sociedade Esportiva Palmeiras Bola recolhida por Clodoaldo da equipe da Vila Belmiro Fintou Adudu, fintou Ademir da Guia, abriu para Pelé Entregou para Dicá, voltou a bola com Pelé na entrada da área Passou pro Luis Pereira, fintou Eurico, chamou Leão Prepara o chute, aponta para o arco, partiu, é gol! Quem é que está jogando aí, hein? É o Santos e o Palmeiras O senhor quebrou meu rádio! Mas por quê fez isso? Quebrei porque sou corintiano Buck Sarampo era um cara meio doido Sempre andava procurando confusão Ele vivia somente do seu revólver Matar os outros era sua profissão Me dá quatro pingas, depressa Mas o senhor está sozinho, uma pinga só não chega? Eu quero quatro, entendeu? Está bem, está bem, aí estão as quatro pingas Pode beber! Uma, tá aí, duas, três, quatro É, trem gostoso, sô, quando que eu devo pagar pelas pingas, hein? É, só quatro cruzeiros É, então me dá o troco Mas que troco? O senhor ainda não pagou Não paguei, mas ano que vêm vou lhe pagar E vou lhe pagar com uma nota de cem cruzeiros, tá legal? Está bem, está bem Aí está o troco Ehn, e agora vou lhe dar um cacete, tá bom? Não brinca Vou sim Não E lá vai o braço! Não, não, seu Buck, tenha dó de mim, eu sou pai de filho Não, lá vai o braço! Vai vendo! Lá vai! Não, não, não! Seu Buck! Seu Buck! Eu sou a Dona Gigi Esse aqui é meu esposo! Ah, se eu fosse viúva me casaria com você agora mesmo! Esse aí é seu esposo? É sim, seu Buck Pronto, Gigi Você já é viúva Buck Sarampo não sabia o que era medo Era valente, era mesmo uma parada Ele matou o seu próprio endereço Ninguém sabia onde o Buck morava Buck Sarampo, viemos aqui para te matar Matar-me? Quem são vocês? Eu sou o terrível Juvêncio Caxumba, e esse é meu filho, famoso Varicela Pronto Tombou a varicela e desceu a caxumba Buck Sarampo, mim vai acabar com você Acabar comigo? E quem é você? Mim ser filho do cacique Touro Sentado E qual é o teu nome, índio? Mim chamar Faca Direita Pronto, entortou a faca Buck Sarampo, você está preso Preso por quê? Porque eu sou o delegado da cidade Jogue a arma no chão Nada de truques senão você morre! Bem delegado, eu vou para a cadeia, mas no dia que eu sair, você me pagará Pagará coisa nenhuma, você vai sair da cadeia pro cemitério Vamos vamos! Ô diacho! Assim termina essa história minha gente Buck Sarampo já não é mais valentão! É esse o fim de todo cara que é valente! Vai pro cemitério ou então para a prisão"
Sertanejo Raiz,Leo Canhoto E Robertinho,Chumbo Quente,"sai da frente lá vem eles minha gente agora o chumbo é quente, eles tem toda razão não fique aí se não quiser virar defunto ir pra cidade dos pés juntos dentro de um lindo caixão um perdeu o querido pai, o outro perdeu o irmão os dois querem os bandidos pra levá-los à prisão se os bandidos resistirem e atirarem de repente se salvem quem puder por que daí é chumbo quente. (2x)"
Sertanejo Raiz,Leo Canhoto E Robertinho,Pedro Querosene,"Olá pessoal, o meu nome é Pedro Querosene! Hoje, eu vô arregaçar essa cidade, aha diacho!  Pedro Querosene era louco, muito louco Vivia bagunçando lá na sua região Entrava a cavalo nos botecos da cidade Se alguém olhasse feio arranjava confusão Num sábado bonito ele chegou no povoado Bebeu feito um gambá, chamou as moças de bonecas Mas o pior de tudo ele estava quase pelado Um óculos na cara, sem camisa e só de cueca Chegou o delegado mais bravo do que o capeta Ao Pedro Querosene ele fez uma proposta Nós vamos beber junto até o dia amanhecer Aquele que tombar vai perder essa aposta Chamaram o prefeito só para testemunhar Chegou também o padre para ver toda verdade Aquele que perdesse pagava toda despesa Ainda era obrigado sumir daquela cidade Vamos lá, delegado, frouxo! Se eu num acabar com você hoje não me chamo Pedro Querosene, ô barbaridade! Os dois foram bebendo e dando tiros no telhado Beberam todo o estoque que tinha naquele bar Acabou a bebida, mas o prefeito depressa Pegou uma carroça, foi buscar noutro lugar Às 5 horas em ponto o Pedro não aguentou Já fez xixi na calça e saiu de 4 pé Subiu no seu cavalo o povo presenciou Montou de cara pra trás e saiu de marcha ré O Pedro Querosene nunca mais voltou na vila O povo ainda não sabe o que foi que aconteceu O Pedro bebeu tanto que perdeu aquela aposta Ninguém sabe se ele vive ou se o homem já morreu Depois fiquei sabendo que aquele delegado Combinou com o vendero uma trama engraçada Enquanto o Pedro bebeu um garrafão de cachaça O delegado bebeu um garrafão de limonada"
Sertanejo Raiz,Leo Canhoto E Robertinho,Rock Bravo Chegou Para Matar,"- Atenção moradores da vila do Cachorro sentado o Rock Bravo entrou aí no bar, muito cuidado, hein! - Papai, quem é aquele homem feio que quer matar todo mundo, hein? - Fala baixo, meu filho, aquele é o Rock Bravo - Vamos... saiam todos da minha frente, saiam da frente já disse! - Vou derrubar tudo isso aqui!!! - Agora eu vou embora, mas amanhã voltarei Para acabar com tudo isso aqui! Ha ha ha ha Rock bravo era temido Era o terror lá do sertão Ninguém mais tinha sossego Em toda aquela região Pra puxar o seu revólver Tinha bem facilidade Ligeiro igual um raio Em dias de tempestade No lugar que ele chegava Todo o povo se escondia No boteco que ele entrava Confusão logo surgia ""- Me dá um conhaque aí depressa - Pronto, seu Rock, ai está o conhaque - Não quero mais o conhaque! Troca ele por uma cachaça, vamos logo! - É pra já, seu Rock, ai está a cachaça no lugar do conhaque, pode beber - Assim é que eu gosto! Até logo! - Seu Rock, você vai embora sem pagar a cachaça? - Pagar?! Eu não troquei a cachaça pelo conhaque? - Está certo, mas o senhor não pagou o conhaque - Como é que eu vou pagar se eu não tomei o conhaque? Pronto, está pago. E a senhora aí, gosta de flores? - Ah, seu Rock, eu adoro flores - Amanhã no seu enterro terá cheio de flores! Ha ha ha Os dias foram passando, certa vez Rock Bravo Soube que no arraial da vaca morta havia um homem valente Rock foi para lá e ao ver o valentão, Rock Bravo disse assim: - Quem é o bravo aí? - O bravo aqui sou eu, por que? - Tem mais algum bravo aí? Quem são vocês dois? - Eu sou o Joanim Farofa e este aqui é meu irmão famoso Bepe Caruncho! - Pronto! Deu caruncho na farofa! Cadê o garçom desse restaurante aqui, hein? - Estou aqui, seu Rock - Tem comida aqui? - O senhor gosta de bife a cavalo? - Gosto - O senhor gosta de frango frito? - Gosto. - Hum... eu também gosto, mas não tem - Toma e vê se me respeita! Você aí... o que está fazendo? Dê o fora daqui já! - Eu vou dar o fora daqui, mas você vai comigo, Rock Bravo! - Eu ir com você? Ha ha ha! E por que motivo? - O motivo é simples! Eu sou um policial e você está preso, Rock bravo! E não tente nenhum golpe senão eu te encho de estanho entendeu? Vai andando, Rock Bravo, você está preso - Ha ha ha ha! Eu preso? Coisa nenhuma! lá vai fogo, policial! - Eu lhe avisei, Rock Bravo! Você ia pra cadeia, agora vai para o cemitério! Com a justiça não se brinca!"" Acabou-se o valentão A paz voltou nessa cidade Todos vivem trabalhando Cheios de felicidade Rock Bravo hoje está morto Recebeu o seu castigo Com ferro vivia ferindo Com ferro ele foi ferido Rock Bravo desordeiro Recebeu sua sentença Devia ter compreendido Que o crime não compensa"
Sertanejo Raiz,Leo Canhoto E Robertinho,Motorista de Caminhão,"O seu caminhão é bárbaro, hein, cara! O négocio é isso aí, bicho! Sou um grande motorista, sou um cara da pesada Eu só vivo nas estradas guiando meu caminhão Eu não gosto de moleza, minha maquina é possante Eu sou o rei do volante, mas não ando contramão Nos lugares onde eu passo deixo gente apaixonada Mulheres ficam gamada desse jeito nunca vi Boto o carro na banguela, cento e trinta no rebenque Sai da frente minha gente, bicho louco vem aí Quando breque não funciona assustado eu não fico Jogo a marcha, dou um grito apavorando toda gente Na descida perigosa meu carango pula alto Voa caco do asfalto quem tem medo sai da frente Quando chove fica liso, levo cerca, levo casa Levo ponte, mando brasa, não sofre meu coração Eu transporto o progresso por todo lugar que for Eu construo com amor meu país, minha nação"
Sertanejo Raiz,Almir Sater,Tocando Em Frente,"Ando devagar Porque já tive pressa E levo esse sorriso Porque já chorei demais Hoje me sinto mais forte Mais feliz, quem sabe Só levo a certeza De que muito pouco sei Ou nada sei Conhecer as manhas E as manhãs O sabor das massas E das maçãs É preciso amor Pra poder pulsar É preciso paz pra poder sorrir É preciso a chuva para florir Penso que cumprir a vida Seja simplesmente Compreender a marcha E ir tocando em frente Como um velho boiadeiro Levando a boiada Eu vou tocando os dias Pela longa estrada, eu vou Estrada eu sou Conhecer as manhas E as manhãs O sabor das massas E das maçãs É preciso amor Pra poder pulsar É preciso paz pra poder sorrir É preciso a chuva para florir Todo mundo ama um dia Todo mundo chora Um dia a gente chega E no outro vai embora Cada um de nós compõe a sua história E cada ser em si carrega o dom de ser capaz De ser feliz Conhecer as manhas E as manhãs O sabor das massas E das maçãs É preciso amor Pra poder pulsar É preciso paz pra poder sorrir É preciso a chuva para florir Ando devagar Porque já tive pressa E levo esse sorriso Porque já chorei demais Cada um de nós compõe a sua história E cada ser em si carrega o dom de ser capaz E ser feliz"
Sertanejo Raiz,Almir Sater,Chalana,"Lá vai uma chalana Bem longe se vai Navegando no remanso Do rio paraguai Oh! Chalana sem querer Tu aumentas minha dor Nessas águas tão serenas Vais levando meu amor Oh! Chalana sem querer Tu aumentas minha dor Nessas águas tão serenas Vais levando meu amor E assim ela se foi Nem de mim se despediu A chalana vai sumindo Na curva lá do rio E se ela vai magoada Eu bem sei que tem razão Fui ingrato, eu feri O seu meigo coração Oh! Chalana sem querer Tu aumentas minha dor Nessas águas tão serenas Vais levando meu amor Oh! Chalana sem querer Tu aumentas minha dor Nessas águas tão serenas Vais levando meu amor"
Sertanejo Raiz,Almir Sater,Um Violeiro Toca,"Quando uma estrela cai no escurão da noite E um violeiro toca suas mágoas Então os zóio dos bichos vão ficando iluminados Rebrilham neles estrelas de um sertão enluarado Quando o amor termina, perdido numa esquina E um violeiro toca sua sina Então os zóio dos bichos vão ficando entristecidos Rebrilham neles lembranças dos amores esquecidos Quando o amor começa, nossa alegria chama E um violeiro toca em nossa cama Então os zóio dos bichos, são os olhos de quem ama Pois a natureza é isso, sem medo, nem dó, nem drama Tudo é sertão, tudo é paixão, se o violeiro toca A viola, o violeiro e o amor se tocam Tudo é sertão, tudo é paixão, se o violeiro toca A viola, o violeiro e o amor se tocam Quando o amor começa, nossa alegria chama E um violeiro toca em nossa cama Então os zóio dos bichos, são os olhos de quem ama Pois a natureza é isso, sem medo, nem dó, nem drama Tudo é sertão, tudo é paixão, se o violeiro toca A viola, o violeiro e o amor se tocam Tudo é sertão, tudo é paixão, se o violeiro toca A viola, o violeiro e o amor se tocam"
Sertanejo Raiz,Almir Sater,Cabecinha No Ombro,"Encosta a sua cabecinha no meu ombro e chora E conta logo suas mágoas todas para mim Quem chora no meu ombro eu juro que não vai embora Que não vai embora Que não vai embora Quem chora no meu ombro eu juro que não vai embora Que não vai embora Porque gosta de mim Amor, eu quero os seus carinhos porque eu vivo tão sozinho Não sei se a saudade fica ou se ela vai embora Se ela vai embora Se ela vai embora Não sei se a saudade fica ou se ela vai embora Se ela vai embora Se ela vai embora Encosta a sua cabecinha no meu ombro e chora E conta logo suas mágoas todas para mim Quem chora no meu ombro eu juro que não vai embora Que não vai embora Que não vai embora Quem chora no meu ombro eu juro que não vai embora No meu ombro chora Porque gosta de mim"
Sertanejo Raiz,Almir Sater,Peão,"Diga você me conhece Eu já fui boiadeiro Conheço essas trilhas Quilômetro, milhas Que vem e que vão Pelo alto sertão Que agora se chama Não mais de sertão Mas de terra vendida Civilização Ventos que arrombam janelas E arrancam porteiras Espora de prata riscando as fronteiras Selei meu cavalo Matula no fardo Andando ligeiro Um abraço apertado E um suspiro dobrado Não tem mais sertão Os caminhos mudam com o tempo Só o tempo muda um coração Segue seu destino boiadeiro Que a boiada foi no caminhão A fogueira, a noite Redes no galpão O paiero, a moda O mate, a prosa A saga, a sina O causo e onça Tem mais não Ô peão Tempos e vidas cumpridas Pó, poeira, estrada Estórias contidas Nas encruzilhadas Em noites perdidas No meio do mundo Mundão cabeludo Onde tudo é floresta E campina silvestre Mundão caba não Sabe, prum bom viajante Nada é distante Prum bom companheiro Não conto dinheiro Existe uma vida Uma vida vivida Sentida e sofrida De vez por inteiro E esse é o preço preu ser brasileiro"
Sertanejo Raiz,Almir Sater,Trem do Pantanal,"Enquanto este velho trem atravessa o pantanal As estrelas do cruzeiro fazem um sinal De que este é o melhor caminho Pra quem é como eu, mais um fugitivo da guerra Enquanto este velho trem atravessa o pantanal O povo lá em casa espera que eu mande um postal Dizendo que eu estou muito bem vivo Rumo a Santa Cruz de La Sierra Enquanto este velho trem atravessa o pantanal Só meu coração está batendo desigual Ele agora sabe que o medo viaja também Sobre todos os trilhos da terra Enquanto este velho trem atravessa o pantanal Só meu coração está batendo desigual Ele agora sabe que o medo viaja também  Sobre todos os trilhos da terra Rumo a Santa Cruz de La Sierra Sobre todos os trilhos da terra"
Sertanejo Raiz,Almir Sater,A Saudade É Uma Estrada Longa,"A saudade é uma estrada longa Que começa e não tem mais fim Suas léguas dão volta ao mundo Mas não voltam por onde vim A saudade é um estrada longa Que começa e não tem mais fim Cada dia tem mais distâncias Afastando você de mim Tantas foram as vezes Que nos enganamos Outras vezes nos desencontramos Sem nem perceber Mesmo sem razão eu quero lhe dizer Sem intenção Ver tudo se perder Dói tanto, tanto A saudade é uma estrada longa Nem é boa e nem é ruim Vou seguindo sempre adiante Nunca volto, Eu sou mesmo assim A saudade é uma estrada longa Que hoje passa dentro de mim Me armei só de esperanças Mas usei balas de festim"
Sertanejo Raiz,Almir Sater,Comitiva Esperança,"Nossa viagem não é ligeira Ninguém tem pressa de chegar A nossa estrada é boiadeira Não interessa onde vai dar Onde a Comitiva Esperança chega já começa a festança Através do Rio Negro, Nhecolândia e Paiaguás Vai descendo o Piqueri, o São Lourenço e o Paraguai Tá de passagem, abre a porteira Conforme for pra pernoitar Se a gente é boa, hospitaleira A Comitiva vai tocar Moda ligeira, que é uma doideira Assanha o povo e faz dançar Ou moda lenta que faz sonhar Onde a Comitiva Esperança chega já começa a festança Através do Rio Negro, Nhecolândia e Paiaguás Vai descendo o Piqueri, o São Lourênço e o Paraguai Ê, tempo bom que tava por lá Nem vontade de regressar Só vortemo eu vô confessar É que as águas chegaram em janeiro Descolamos um barco ligeiro Fomos pra Corumbá"
Sertanejo Raiz,Almir Sater,No Rastro da Lua Cheia,"No quintal lá de casa Passava um pequeno rio Que descia lá da serra Ligeiro, escorregadio A água era cristalina Que dava pra ver o chão Ia cortando a floresta Na direção do sertão Lembrança ainda me resta Guardada no coração E tudo era azul celeste Brasileiro, cor de anil Nem bem começava o ano Já era final de Abril E o vento pastoreando Aquelas nuvens no céu Fazia o mundo girar Veloz como um carrossel E levantava a poeira E me arrancava o chapéu Ah, o tempo faz Tempo desfaz E vai além sempre A vida vem lá de longe É como se fosse um rio Pra rio pequeno canoa Pros grandes rios navios E bem lá no fim de tudo Começo de outro lugar Será como Deus quiser Como o destino mandar No rastro da lua cheia Se chega em qualquer lugar"
Sertanejo Raiz,Almir Sater,Romaria,"É de sonho e de pó O destino de um só Feito eu perdido em pensamentos Sobre o meu cavalo É de laço e de nó De gibeira ou jiló Dessa vida cumprida a Sol Sou caipira pirapora nossa Senhora de Aparecida Que ilumina a mina escura E funda o trem da minha vida Sou caipira pirapora nossa Senhora de Aparecida Que ilumina a mina escura E funda o trem da minha vida O meu pai foi peão Minha mãe solidão Meus irmãos perderam-se na vida A custa de aventuras Descasei, joguei Investi, desisti Se há sorte eu não sei nunca vi Sou caipira pirapora nossa Senhora de Aparecida Que ilumina a mina escura E funda o trem da minha vida Sou caipira pirapora nossa Senhora de Aparecida Que ilumina a mina escura E funda o trem da minha vida Me disseram porém Que eu viesse aqui Pra pedir de romaria e prece Paz nos desaventos Como não sei rezar Só queria mostrar Meu olhar, meu olhar, meu olhar Sou caipira pirapora nossa Senhora de Aparecida Que ilumina a mina escura E funda o trem da minha vida Sou caipira pirapora nossa Senhora de Aparecida Que ilumina a mina escura E funda o trem da minha vida"
Sertanejo Raiz,Almir Sater,Tristeza do Jeca,"Nestes versos tão singelos Minha bela, meu amor Pra você quero contar O meu sofrer, a minha dor Eu sou como um sabiá Quando canta é só tristeza Desde o galho onde ele está Eu sou como um sabiá Quando canta é só tristeza Desde o galho onde ele está Nesta viola eu canto e gemo de verdade Cada toada representa uma saudade Eu nasci naquela serra Num ranchinho beira-chão Todo cheio de buraco Onde a Lua faz clarão Quando chega a madrugada Lá da mata a passarada Principia um barulhão Quando chega a madrugada Lá da mata a passarada Principia um barulhão Nesta viola eu canto e gemo de verdade Cada toada representa uma saudade Lá no mato tudo é triste Desde o jeito de falar Pois o Jeca quando canta Dá vontade de chorar E o choro que vem caindo Devagar vai-se sumindo Como as águas vão pro mar E o choro que vem caindo Devagar vai-se sumindo Como as águas vão pro mar Nesta viola eu canto e gemo de verdade Cada toada representa uma saudade"
Sertanejo Raiz,Almir Sater,Minas É Logo Ali,"Rosa mineira, flor brasileira Porta-bandeira das Gerais Moça bonita, flor na janela Tem o perfume dos cafezais A mais bela das pastoras Senhora desses quintais Sigo os seus passos Ela caminha Pelas veredas ela vai Doce mineira, sempre a primeira Gosto quando ela diz uai Velha mina seresteira Dos bonitos madrigais E Minas Gerais não fica longe Minas é logo ali Depois da curva Depois da chuva Depois do vento, você Luzes que passam Noites serenas Bom para a gente ouvir um som Fique comigo, cante comigo Eu e você, tão bom Quantas tardes na varanda Olhando o pôr do Sol E Minas Gerais não fica longe Minas é logo ali Depois da curva Depois da chuva Depois do vento, você Minas Gerais não fica longe Minas é logo ali Depois da curva Depois da chuva Depois do vento, você"
Sertanejo Raiz,Almir Sater,D de Destino,"A cigana sorriu Com seus dentes de ouro Ao ler minha sorte Linhas na palma da mão Para sempre serão Meu passaporte Minha mãe me falou Sobre a cruz de Jesus Das chagas, dos cortes E meu pai me entregou Seu facão guarani E apontou para o norte E eu segui Quero viver Muito além das fronteiras Dos que só sabem ser Pedras de atiradeira Eu devia saber Que de certa maneira Não seremos jamais Mais que grãos de poeira No céu Era um D de destino Era um E de esperança Ou de encruzilhada Era um N de nunca Ou quem sabe de nuvens E um dia ela passa Tantas vezes me vi Tendo que decidir Entre o nada e o nada Mas quem leva a certeza No meio do peito Não teme a empreitada Que virá, a seguir Quero viver Muito além das fronteiras Dos que só sabem ser Pedras de atiradeira Eu devia saber Que de certa maneira Não seremos jamais Mais que grãos de poeira No céu Era um rei e uma dama Um valete de ouro Carta marcada Era só nosso amor Era tudo de bom Era um abracadabra Vem um raio de sol Pela telha quebrada Lá na calha d'água E um cheiro de mato E de terra molhada Na beira da estrada Vem, longe vem Vem, longe vem Era um D de destino Era um E de esperança Ou de encruzilhada Era um N de nunca Ou quem sabe de nuvens E um dia ela passa Era um D de destino Era um E de esperança Ou de encruzilhada Era um D de destino Era um E de esperança Ou de encruzilhada Vem, longe vem Vem, longe vem Vem, longe vem"
