gênero,artista,música,letra
Sertanejo Raiz,Zico E Zeca,A Morte da Bugrinha,Com destino pra Bahia Eu deixei o meu estado No sertão do Rio do Peixe Quando eu cheguei do outro lado A bugrada me prendêro Num tronco eu fui amarrado Noutro dia bem cedinho Pra morrê fui condenado Esperando a triste hora Eu vi os bugre dançá E uma bugrinha bonita Começô a me namorá Fazendo o sinar com a mão Ela veio me explicá Te arranjo uma canoa Que era pra eu me sarvá Os bugre tava entretido Nesta hora eu me escapei Com a bugrinha por diante Na beira do rio cheguei Fui dizer adeus pra ela Mas coragem eu não achei Carregando ela nos braço Na canoa eu me embarquei Um bugre tava sondando No arto de uma ramada Quando ele avistou a canoa Atirou uma flechada A bugrinha deu gemido E no rio caiu deitada Deixando um rastro vermeio Naquelas águas prateada Aquele rosto moreno Disse adeus e afundou A canoa foi descendo Num pranto cheio de dor Meu coração de caboclo Deste peito se apartou No fundo do Rio do Peixe Com a bugrinha ele ficou
Sertanejo Raiz,Zico E Zeca,Adeus Gaúcha,"Eu vou deixar o Rio Grande Já vendi minha fazenda Vou me afastar destes pagos Por causa de uma prenda Meu coração vai ferido Queimando como uma brasa A gauchinha que eu amo Com outro hoje se casa Antes da minha partida Eu vou na porta da igreja Para ver ela de noiva Para também que me veja Quer lhe dar os parabéns E muitas felicidades Depois eu vou para longe Levando a dor da saudade Adeus, oh! Terra querida Sempre terei na lembrança Adeus, oh! Verdes campinas Querido berço da infância Adeus parentes e amigos Vou deixando este rincão Adeus gaúcha morena Dona do meu coração"
Sertanejo Raiz,Pedro Bento Ze Da Estrada,Seresteiro da Lua,"Abre a janela, ó querida! Venha ver o luar cor de prata Venha ouvir o som deste meu pinho Na canção de uma serenata Sei que dormes sonhando com outro Desprezando quem é teu amor Quem tu amas, de ti nem se lembra Quem te quer você não dá valor Só a Lua de mim tem piedade Porque nunca me deixa sozinho E não sabe fazer falsidade Ilumina sempre o meu caminho O sereno nas folhas das matas Com o Sol vai caindo no chão Vai sumindo como o nosso amor Foi embora do seu coração Como nuvens que passam depressa Foi assim que passou nosso amor Só te peço que nunca se esqueça Tudo aquilo que você jurou Pois quem falta com o juramento Com o tempo vai arrepender Porque o mundo é uma grande escola Pra ensinar quem não sabe viver"
Sertanejo Raiz,Pedro Bento Ze Da Estrada,A Lua É Testemunha,"Numa noite serena e escura Quando em silêncio juramos amor Quando em silêncio me destes um abraço Nos despedimos morrendo de dor As estrelas, o Sol e a Lua Testemunham que fui tão fiel Hoje volto e te encontro casada Mas que sorte infeliz e cruel Estou casada, seguir-te não posso Porque assim exige a lei Quero ser sincera ao meu esposo Mas em silêncio por ti chorarei Ao estares nos braços de outro E o remorso a ti apertar Peço a Deus que te mate dormindo Pois não és minha nem de outro será"
Sertanejo Raiz,Pedro Bento Ze Da Estrada,Mágoa de Boiadeiro,"Antigamente nem em sonho existia Tantas pontes sobre os rios Nem asfalto nas estradas A gente usava quatro ou cinco sinuelos Pra trazer o pantaneiro no rodeio da boiada Mas hoje em dia tudo é muito diferente Com o progresso nossa gente Nem sequer faz uma ideia Que entre outros fui peão de boiadeiro Por este chão brasileiro os heróis da epopeia Tenho saudade de rever nas currutelas As mocinhas nas janelas Acenando uma flor Por tudo isso eu lamento e confesso Que a marcha do progresso é a minha grande dor Cada jamanta que eu vejo carregada Transportando uma boiada Me aperta o coração E quando olho minha traia pendurada De tristeza dou risada pra não chorar de paixão O meu cavalo relinchando pasto a fora Que por certo também chora Na mais triste solidão Meu par de esporas meu chapéu de aba larga Uma bruaca de carga um berrante um facão O velho basto o sinete e o apero O meu laço e o cargueiro O meu lenço e o gibão Ainda resta a guaiaca sem dinheiro Deste pobre boiadeiro que perdeu a profissão Não sou poeta, sou apenas um caipira E o tema que me inspira É é a fibra de peão Quase chorando imbuído nesta mágoa Rabisquei estas palavras e saiu esta canção Canção que fala da saudade das pousadas Que já fiz com a peonada Junto ao fogo de um galpão Saudade louca de ouvir o som manhoso De um berrante preguiçoso nos confins do meu sertão"
Sertanejo Raiz,Pedro Bento Ze Da Estrada,Sete Palavras,"Deus amou tanto este mundo O mundo não correspondeu Então Deus mandou os profetas Mas ninguém obedeceu Deus mandou seu próprio filho Mas ninguém não conheceu Quando ele perambulou Teve porta que fechou na hora que ele bateu Pra salvar a humanidade O nosso senhor nasceu Trinta e três anos de idade Neste mundo ele viveu Deus de infinita bondade Do mundo compadeceu Ele deu a própria vida Pra juntar a ovelha querida Que do rebanho se perdeu Na hora da santa ceia Beijou os pés dos discípulos seus Em seguida ele falou Vocês façam como eu Vou pra casa de meu pai Da onde a gente desceu Um de vós vai me trair Até Pedro vai fingir que nunca me conheceu Levantou os olhos pro céu Pegou o pão e benzeu Esse pão é o meu corpo Cada discípulo comeu Esse vinho é o meu sangue Cada discípulo bebeu Judas atirou no chão Aquele pedaço de pão Saiu da mesa e correu 30 Moedas de prata Foi o quanto recebeu No horto da oliveiras Levou soldado e prendeu Jesus preso e amarrado Calado permaneceu Depois de tanto maltrato Já gritaram a pilatos Crucifique o galileu Na hora da sua morte A terra empalideceu Trovejou de sul a norte Judeia toda tremeu O véu do templo rasgou Pilatos se arrependeu Um sorria outro chorava Jesus disse essas palavras Lá na cruz ele morreu Pai, perdoa-os Eles não sabem o que estão fazendo Pai, em tuas mãos entrego meu espírito Tudo está consumado Tudo está consumado"
Sertanejo Raiz,Pedro Bento Ze Da Estrada,Coração de Pedra,Por que choras mulher tanto assim Leva a vida que tanto queria Passa as noites fumando e bebendo E trocando de amor todo dia És bonita formosa e tão bela É a rainha que está no salão Mas tua alma é feia e escura É de pedra o teu coração O teu coração é de pedra Não tem nem um pouquinho de amor Tuas juras é só falsidade Os teus beijos são enganador Quis te dar uma vida sincera Não quisestes me acreditar Preferindo as noites de orgia Desprezando o modesto lar Tua vida é de mão em mão Todos querem teu corpo abraçar Pra matar seus loucos desejos Também querem seus lábios beijar Não esqueças que a tua beleza Muito breve a orgia dá fim Os boêmios te desprezarão Findarás tua vida assim
Sertanejo Raiz,Pedro Bento Ze Da Estrada,Os Três Boiadeiros,"Viajando nas estradas Zé Roia na frente tocando berrante Chamando a boiada E Chiquinho sempre do lado Distraindo o gado tomando cuidado nas encruzilhadas E nós três vivia tocando a boiada Mas um dia na invernada Deu uma trovoada Numa derriçada o gado estourou Nesse dia morreu Zé Roia Caiu do cavalo, foi dentro do valo e a boiada pisou Fiquei eu e Chiquinho tocando a boiada Num domingo de rodeio Chiquinho bebeu E não me obedeceu pulou no picadeiro Num relance atirei na rês A vaca tremeu, mas no pulo que deu matou meu companheiro Eu fiquei sozinho tocando a boiada Viajando nas estradas Não toco berrante Nem vejo lá adiante meus dois companheiros Deste trio, ficou a saudade E em toda cidade o povo pergunta dos três boiadeiros Eu fiquei sozinho tocando a boiada Eu fiquei sozinho, tocando a boiada"
Sertanejo Raiz,Pedro Bento Ze Da Estrada,Serenata do Amor,"Nesta noite eu canto serenata Pra você minha mulher amada Que deitada sozinha em seu leito Ouve minha voz tão apaixonada Eu lhe peço desculpa, meu bem Por lhe causar tanto desabor O ciúme é o grande problema Das nossas brigas de amor Por favor, ó minha querida Eu lhe considero a mulher mais bela Quero ver seu lindo sorriso Quando você abrir a janela Se você soubesse, meu amor A emoção que sinto agora Ao vê-la linda e atraente Nesta bonita manhã de aurora Abrace, me beije, meu bem Nesta noite tão maravilhosa Vou beijar tua boca querida E lhe oferecer um botão de rosa Por favor oh minha querida Eu lhe considero a mulher mais bela Quero ver seu lindo sorriso Quando você abrir a janela"
Sertanejo Raiz,Pedro Bento Ze Da Estrada,Recordação,"Amargurado pela dor de uma saudade Voltei de novo ao recanto onde eu nasci Onde passei minha bela mocidade Voltei chorando com a tristeza que senti Vi as campinas que brincava com maninho E a palmeira que meu velho pai plantou Chorei demais com saudades do velhinho Que Deus do céu há muitos anos já levou E onde estão meus estimados companheiros Se foram tantos janeiros desde que eu deixei meus pais Adeus lagoa, poço verde da esperança Meu tempinho de criança que não volta nunca mais Meu pé de cedro desfolhado e já sem vida Final amargo de uma rósea esperança O monjolinho, quero ouvir sua batida A embalar a minha alma de criança Manso regato que brotava lá na serra Saudosa fonte que alegrava o meu viver Adeus paisagem, céu azul da minha terra Rincão querido, hei de amar-te até morrer E onde estão meus estimados companheiros Se foram tantos janeiros desde que eu deixei meus pais Adeus lagoa, poço verde da esperança Meu tempinho de criança que não volta nunca mais"
Sertanejo Raiz,Pedro Bento Ze Da Estrada,Falso Amor,Meu coração esta desesperado Não compreendo por que não me quis Por tudo culpa vivo amargurado O teu desprezo me fez infeliz. Estou sofrendo sem o teu amor Por tua causa fico assim bebendo O meu desgosto é te ver com outro O teu prazer é me ver padecendo. Vou desfazer-me da melancolia Vou pra bem longe pra te esquecer As tuas juras foram fantasias E o falso amor só me fez padecer. Irei embora para bem distante Com esta mágoa em meu coração Porém espero que teu novo amante Te faça um dia triste ingratidão. Desiludia tu iras lembrar Aquele amor que um dia te ofertei Então teus olhos irão derramar Os mesmos prantos que já derramei. A minha sombra seguirá teus passos Como remédio pra tua paixão Lamentarás então o nosso passado Há de morrer na triste solidão.
Sertanejo Raiz,Pedro Bento Ze Da Estrada,Ladrão De Beijos,Vem aos meus braços minha querida Vem aquecer-me com teu calor Tu és meu sonho é minha vida E eu quero ser o teu grande amor Não sejas tola me segurando Deixe meus braços te abraçar Porque minh'alma fica chorando Se os seus lábios eu não beijar Quero sentir os teus lábios quentes Para matar meu febril desejo Estou cansado de ser somente Em sua vida um ladrão de beijos Bem sei querida estou errado Que os teus beijos vivo a roubar De nossas brigas eu sou culpado Mas eu nasci para te adorar Quero ser dono dos teus abraços Não fujas nunca dos braços meus A minha vida será um fracasso Se eu ficar sem os beijos teus Quero sentir os teus lábios quentes Para  matar meu febril desejo Estou cansado de ser somente Em sua vida um ladrão de beijos
Sertanejo Raiz,Pedro Bento Ze Da Estrada,Boiada,"Boiada, triste boiada, na estrada cheia de pó Boiada, o meu coração também caminha tão só Levando junto a saudade velha esperança guardada Vai carregando a tristeza a passo lento na estrada Saí de casa menino, deixei chorando meus pais Cresci no mundo sozinho e não voltei nunca mais A irmã deve estar casada, a mãe que nunca me esquece Meu pai por certo está velho, o irmão já nem me conhece A lua me beija o rosto, sereno me faz um carinho O vento faz serenata aonde eu durmo sozinho As estrelas são meus guardas, posso dormir sossegado E quando elas se vão embora o sol vem junto a meu gado Muitas vezes na despedida eu tenho que disfarçar Quando uma lágrima rola caindo do meu olhar A poeira vai levantando no céu formando um letreiro Se espalha em letras de pó, lembrança de um boiadeiro"
Sertanejo Raiz,Pedro Bento Ze Da Estrada,Paraguaia,"Paraguaia, amanhã eu vou parti Na despedida eu te peço pra não chorá Só peço a Deus pra na viage eu ser feliz Que argum dia vortarei pra te buscá Amanhã mesmo deixarei esta cidade O teu retrato levarei em minha mão Lá bem distante sei que vô senti saudade  e a vossa imagem fei crescê minha paixão Vou-me embora pra revê meu véio amigo Já não suporto a saudade de meu pai Meu coração eu deixarei aqui contigo porque eu sei que não esqueço nunca mais E o dia em que chegá em meu rincão a meu pai eu vou contá do nosso amor Se Deus quisé, breve será nossa união e a teu lado findará a minha dor"
Sertanejo Raiz,Pedro Bento Ze Da Estrada,Mineira de Uberaba,"Hoje eu lembro com saudade do meu tempo de solteiro Fui buscar uma boiada no grande estado mineiro Eu cheguei em Pouso Alegre dia três de Fevereiro Lá eu vi uma morena perdição de um boiadeiro Ele disse que é mineira e nasceu em Uberaba Se criou no campo afora lidando nas invernadas Ela monta em burro bravo alegre dando risada Pra pegar mestiço arisco, nunca perdeu a laçada Fomos juntar uma boiada e o povo se admirou Escapou uma vaca preta a mineira acompanhou A laçada foi certeira mas o laço arrebentou Ela pegou a vaca à unha e sozinha derrubou Eu convidei a morena pra ser minha companheira Ela então me respondeu, vivo muito bem solteira Por dinheiro eu não me vendo eu também sou fazendeira Eu trabalho pra mostrar o valor de uma mineira Ela fez a despedida foi numa segunda feira Despediu e foi embora numa besta marchadeira Eu fiquei com a saudade da morena boiadeira Nunca mais eu pude ver aquela linda mineira"
Sertanejo Raiz,Pedro Bento Ze Da Estrada,A Dama de Vermelho,"Garçom, olhe pelo espelho A dama de vermelho que vai se levantar Note que até a orquestra Fica toda em festa quando ela sai para dançar Esta dama já me pertenceu E eu fui o culpado da separação Hoje eu morro de ciúme Ciúme até do perfume que ela deixa no salão Garçom amigo Apague a luz da minha mesa Eu não quero que ela note Em mim tanta tristeza Abra mais uma garrafa Hoje vou embriagar Quero dormir para não ver Outro homem abraçar Garçom amigo Apague a luz da minha mesa Eu não quero que ela note Em mim tanta tristeza Abra mais uma garrafa Hoje vou embriagar Quero dormir para não ver Outro homem abraçar"
Sertanejo Raiz,Pedro Bento Ze Da Estrada,O Amor e a Rosa,Aquela rosa que tu me destes Com carinho plantei Em poucos dias ela brotou Pensando em ti eu chorei O meu amor pela roseira É igualzinho ao teu Toda tardinha ela eu regava Lindos botões floresceu A primavera foi se acabando E a roseira secou E tu também me esqueceu Com outro homem casou Triste chorando vejo a roseira Só teus espinhos ficou Malvado espinho foi traiçoeiro que em meu peito cravou
Sertanejo Raiz,Pedro Bento Ze Da Estrada,Taça da Dor,"Muitas mulheres me querem Mas não adianta, somente uma que eu amo na vida Mas o destino roubou meu amor Por isso hoje me entrego à bebida Ela vive nos braços de outro Fazendo carinhos, trocando juras e beijos de amor Ainda sorri por me ver sofrendo Sozinho nos bares bebendo na taça negra da dor Nem assim eu consigo esquecê-la Um momento sequer Porque na taça eu vejo A imagem daquela mulher Ela vive nos braços de outro Fazendo carinhos, trocando juras e beijos de amor Ainda sorri por me ver sofrendo Sozinho nos bares bebendo na taça negra da dor Nem assim eu consigo esquecê-la Um momento sequer Porque na taça eu vejo A imagem daquela mulher"
Sertanejo Raiz,Pedro Bento Ze Da Estrada,Desejo Antigo,"Quero uma rima simplesinha pra cantar Falando em coisas que deixei lá no sertão Quero um regato mansamente a rolar Ver borboletas adejantes num botão De manhãzinha quando vem rompendo o dia No pé da serra brinca alegre um tangará E de repente tudo tudo silencia Para ouvir a melodia do maestro sabiá Deixa seu moço eu sonhar Já que eu não posso voltar Deixa seu moço eu sonhar Já que eu não posso voltar Quero uma casa humildezinha pra morar E um rego d'água pra matar a minha sede Quero uma sombra junto a um pé de um manacá Aonde eu posso a embalar a minha rede Uma cabocla para ser somente minha No seu jardim eu quero ser o beija-flor À tarde eu quero uma viola afinadinha Uma toada e uma modinha pra cantar pro meu amor O Sol desmaia lá nos braços do horizonte Pinta no peito uma pontinha de tristeza A Lua nasce clareando atrás dos montes Eu me extasio a contemplar tanta beleza Uma coruja pia triste lá distante E o curiango lhe responde com certeza Os pirilampos vão surgindo num instante São estrelas, são diamantes, enfeitando a natureza"
Sertanejo Raiz,Pedro Bento Ze Da Estrada,Museu de Cristo,"Fiz a casa de taipa no alto da serra Cobri com coqueiro quem vê se admira Eu fiz um fogão e um forno de lenha Todinho de barro no gosto caipira Fiz uma jangada e um samburá Toda de taboca pra pescar traíra Eu fiz um monjolo também um engenho Uma rede de esteira amarrada de embira. A essência divina da felicidade É minha palhoça e meu mausoléu Enfrento o sol com a camada de ozônio Nas palhas trançadas do meu chapéu E à noite eu sinto a presença de Cristo Esculpindo estrelas no negro painel No balanço da rede adormeço olhando A lua mamando no peito do céu. Aqui onde eu moro a mãe natureza Pinta quadros vivos para os olhos meus As figuras nascem da polpa divina E recebe a luz da placenta de Deus Na tela infinita do grande universo Também sou estampa no nascer dos seus O sábio pintor com pincel invisível Expõe suas obras em seu próprio museu. Sou tapiocano caboclo matuto Espinha dorsal da nossa nação Sou escudo do sol e escravo da sorte E também o elo no centeio do pão Sou servo que vivo regando as flores Sulcando esperança do seio do chão Caipira eu nasci, caipira vou morrer E jamais vou viver longe do meu sertão."
Sertanejo Raiz,Pedro Bento Ze Da Estrada,Amargurada,"Não suportando a sua ausência eu a procurei E ao chegar num falso ambiente eu a encontrei Pelas cortinas de uma janela eu vi meu amor Trocando beijos, nos braços de outro, eu chorei de dor A longa noite calma foi passando, veio a madrugada Embriagada debruçou-me na mesa, sozinha ficou Amargurada pela grande mágoa tinha em suas mãos Era o retrato do dia sagrado da nossa união Chamei seu nome, ela conheceu, veio me abraçar Quis beijar-me, mas os seus carinhos eu não aceitei E dos teus olhos vi quando caíram lágrimas de dor Por compreender que chegou ao fim de um grande amor Dei meu adeus àquela mulher, que foi minha vida E do teu dedo tirei a aliança que uniu nosso amor Saiu chorando e na sombra da noite desapareceu Desiludida, seguindo o caminho que o mundo lhe deu"
Sertanejo Raiz,Pedro Bento Ze Da Estrada,Dama De Branco,Garçom traga aqui mais uma dose Hoje eu quero afogar minha paixão Aquela dama que passou toda de branco Já foi a dona do meu pobre coração Resolveu  se casar com outro Trocando meu amor pelo dinheiro Só me resta apenas uma lembrança Que do seus beijos eu fui o primeiro herdeiro Tenho pena de quem vai casar com ela Peço a Deus pra ser feliz até o fim Ela jurou de me amar eternamente Com certeza vai casar pensando em mim
Sertanejo Raiz,Vieira Vieirinha,O Meu Bem Falou,"Eu fui na venda Tomá um pingão Eu comprei arroz  Eu comprei feijão Eu comprei açucar E comprei canela Comprei um chicote Pra bater nela Vou comprar vestido Pra mulherada O modelo é bom E não custa nada Na parte da frente pano não tem Na parte de trás É assim também Essas mocinhas daqui Só pensam em namorar Quando namora faz rir Quando ri não deve olhar Corta o cabelo na moda Pra trás deixa uma trancinha Ai ai, taí a doença minha O meu bem falou Que não quer mais eu Meu carro não anda sem pneu Não me importa que escureça Pode até virar um breu Que o galo daqui sou eu"
Sertanejo Raiz,Vieira Vieirinha,Jogo da douradinha,"Jogo da douradinha Morena vamos jogar  O jogo da douradinha Se eu perder você me ganha  Se eu ganhar você é minha Ai, morena o povo tá reparando Modelo do teu vestido  É curto adiante atrais cumprido É moda mata rapaiz Curto adiante cumprido atrais Quatro coisas neste mundo Que meu coração tormenta Cavalo trotão, casa goterenta Muleque chorão e muié ciumenta Mais pra tudo se dá jeito Cavalo trotão berganha Muleque chorão apanha A casa a gente redeia Muié ciumenta dorme na peia"
Sertanejo Raiz,Vieira Vieirinha,Ladrão de Mulher,"Cachorro latiu vou aprevenir, ladrão de muié taí Quem tiver muié bonita prepara as armas que tem Cachorro latiu de noite, ladrão de muié lai vem. Namorar muié casada Esse é muito atrevido Da uma oiada nela e quatro,cinco no marido Será que ele não tem medo da bala do trinta no pé do ouvido Muita moça me namora pensa que eu tenho dinheiro Más dinheiro ieu não tenho más sou um rapaz faceiro Apesar de eu ser casado eu pulo corda eu sou solteiro"
Sertanejo Raiz,Vieira Vieirinha,A Moça Que Dançou Com o Diabo,"Numa sexta-feira santa Há muitos anos atrás Na cidade de são carlos Publicaram nos jornais Uma moça muito rica Contrariou o gosto dos pais Num baile que fez em casa Ela dançou com o satanás Quando o baile começou Regulava as nove horas Chegou um moço bem vestido Arrastando um par de esporas Dando viva para o povo Como vai minha senhora! Quero conhecer a festeira Porque estou chegando agora O velho disse pra filha Hoje o baile esta mudado Estamos no fim da quaresma E isso pode ser pecado A mocinha respondeu O senhor que está cismado Jesus Cristo está no céu E nós aqui dança largado Pegando na mão da moça o moço saiu dançando Tocava valsa e mazurca O cabra tava virando Com o chapéu na cabeça A moça foi incomodando O senhor dança direito Que mamãe não está gostando Ele foi e disse pra moça, minha hora já chegou Eu preciso ir embora que o galo já cantou Tirou o chapéu da cabeça e os Dois chifres ele mostrou Parecia um touro velho Daqueles mais pegador O diabo soltou um bufo e sumiu numa explosão Pra aquela gente sem fé isso serviu de lição No meio da correria, dos grito e confusão Ficou louca a moça rica Filha do major simão"
Sertanejo Raiz,Vieira Vieirinha,Recorte Moderno 1,"Lambari da corredeira Lambari da corredeira Recorte comigo moça sorteira Lambari da corredeira Amonta morena Na garupa do burrão Se o burro pula Eu acho bão Se o burro pega a pulá Eu faço Pará na espora Se meu santo ajudá Eu levo a morena embora Lambari da água parada Lambari da água parada Recorte comigo muié casada Lambari da água parada Todo mundo me pergunta Por que eu não gosto de trabaiá? Trabaiá eu não trabaio Dinheiro eu tenho pra mim gastá Não trabaio porque posso Dinheiro eu tenho pros meus negócio Não é da conta de ninguém Procura dinheiro comigo tem Deixa as menina me querer bem Parma, parmeiro, parma Parma, parmeiro e parmito Oi parma, parmeiro, parma Parma, parmeiro e parmito Da dança que eu aprendi O catira é o mais bonito"
Sertanejo Raiz,Vieira Vieirinha,Garça Branca,Levantei da minha cama Depois que o galo cantou No romper da madrugada A estrela d'alva apontou Arriei o meu cavalo Muito manso e marchador Fui fazer uma viagem que meu destino mandou Encontrei com dois amigos Que na estrada me parou Me contaram uma passagem Que meu peito soluçou Eu não quis acreditar Até por Deus me jurou Diz que a minha garça branca bateu asas e avoou Eu virei o meu cavalo Ligeiro que nem um vapor E segui logo no rastro Aonde a garça passou Fui entrando num ranchinho Aonde a garça pousou E também perdeu a vida nas mãos daquele traidor Mas ainda cheguei a tempo Pois de mim não escapou Quem matou a garça branco Com a vida também pagou Puxei do meu parabelo Resolvido como eu sou Toquei 10 vez no gatilho E todas 10 estorou O valor da garça branca A sua vida custou Sem o amor da garça branca Pra mim o mundo se acabou
Sertanejo Raiz,Vieira Vieirinha,Pau Cumprido e Buraco Fundo,A mulher do Juca tá corredeira Ela pula a cerca e pula a porteira A vida do Juca tá miorando O Juca sabe e não tá impotando Pra fazer cerca é o Ze Raimundo  Faz muitas braças em pouco segundo Pra pau cumprido buraco fundo Zé Raimundo é destemido Buraco fundo pra pau cumprido Eu me companheiro nóis fumo buscar limão Fumo na minha prima não encontremo limão Fumo no meu cunhado encontremo um limão bão Depois da limonada fumo na minha cunhada O bicho que mata o homem Mora embaixo da saia Tem asa que nem morcego Tem dente que nem lacraia No meio tem uma mata  Onde o machado trabaia
Sertanejo Raiz,Vieira Vieirinha,Filha do fazendeiro,Meu patrão é home rico mora lá no arto palácio Todo domingo e dia santo corre a lavoura no seu picaço O patrão é fazendero dinheiro carrega ao maço Mas com isso eu não me assusto sua riqueza não me embaraço Arrear o redomão para lhe dar um reparte Pulei em riba do couro eu limpei a cara e passei um tarco A moça saiu na porta cheguei a espora no macho De medo que eu caísse ela soluçava lá no terraço Patrão mandou me chamar pra ver se eu caio no laço Perguntou se é na beleza ou na riqueza que eu engraço Respondi na mesma hora com todo desembaraço Eu só quero sua filha dinheiro eu tenho pro nosso gasto Na presença do patrão na moça eu dei um abraço Eu olhei nos olhos dela meu coração perdeu o compasso Rosto lindo e coradinho cabelo cheio de cacho E fez o meu coração se arrepartir em quatro pedaço
Sertanejo Raiz,Vieira Vieirinha,Rapaz Solteiro,"Dos filhos da minha mãe só ieu que nasci criolo Só pego cá mão esquerda pois me chamam de canhoto Com o zoio desse jeito aprendi fica maroto Perto da minha menina namora menina di outro Eu vi o padre falar que muié feia não tem pecado Não precisa confessar com a feiúra tá perdoado Mas se ela for bonita ela confessa todo dia e tem pecado a reveria Quem casa com muié feia, coitado, não vive bem Passa a semana em casa e não aparece ninguém Mas se ela for bonita, ô di casa e ô di fora e tem visita toda hora Namorar muié casada é namoro proibido Precisa tomar cuidado com 38 do marido Se a gente morrer sorteiro, diz que vira lobisomem Muié casada pra mim é homem"
Sertanejo Raiz,Vieira Vieirinha,Rio Preto,Rio Preto era um negro Criado na sujeição No golpe da liberdade Nego virou valentão Pos na cinta um Bacamarte do outro lado um facão As donzela e as casada Nego deu perseguição Foi na casa do Zé Leite Zé Leite não tava lá Achando a mulher sozinha Nego pegou a intimar Não me aceite por visita Que eu não vim lhe visitar Monte aqui na minha garupa Que eu vim é te buscar A mulher lhe ofereceu Duas pataca de ouro Só me interessa a senhora O mulher deixe de choro Essa sua formosura Vale mais que um tesouro Se o Zé Leite acha ruim Queimo pórva no seu couro Zé Leite quando chegou Soube do que acontecia Foi dizer pra sua sogra Vim entrega sua filha Quem tratou dezoito anos Pode tratar mais um dia Se eu não encontrar Rio Preto Não procuro mais família Respondeu seus dois cunhado Que mostrava lhe estimar Pode ser no fim do mundo Rio Preto vamo encontrar O primeiro atira bem O do meio regular O defeito do caçula É todos tiro não erra Sairam os três rapaz Feito onça cumedeira Atoparam com Rio Preto No meio da capoeira Foi na primeira descarga Rio Preto arriou bandeira To ferido rapaziada To na hora derradeira Eu voz peço José Leite Não me acabe de matar Me leve pro padre Amancio Que eu quero confessar A morte de Rio Preto Fez o sertão sossegar Acabou o pesadelo Das família do lugar
Sertanejo Raiz,Vieira Vieirinha,Assombração,Assombração Me contou José Raimundo pescador de profissão Escuitei a sua história com muita demiração Diz que lá no poço fundo pega peixe de montão Mais dentro da capoeira na noite de sexta-feira Aparece assombração O caboclo me falou sem tirá o zóio do chão Mais eu não aquerditei não caio em tapeação Eu virei disse pra ele quero ver esse bichão Vou pescar no poço fundo porque arma do outro mundo eu não aquerdito não Quando foi na sexta-feira na noite de escuridão Preparei as minha vara puis na cinta meu facão Também levei um bom reio só pra dar uma lição Voceis vejam que colosso fiquei na beira do poço Esperando essa visão Quando era meia noite começou dar uns truvão Saiu de dentro do mato fazendo um baruião Era o José Raimundo que vinha com má intenção Era mesmo bicho feio mais quando ele viu meu reio Saiu num disparadão Eu então corri atrais com o meu reio na mão E lhe dei duas reiada que até hoje tem vergão Hoje todo mundo pesca pega peixe de porção Tudo pesca sossegado e o tar lugar assombrado Acabou a assombração
Sertanejo Raiz,Vieira Vieirinha,Roubei Uma Casada,Comprei um carro na praça Estava bem conservado Tinha quatro pneu novo Que pouco tinha rodado Dei um repasso no freio Pra viajar mais sossegado Pus gasolina no tanque E saí acelerado Pra roubar uma casada Que eu já tinha combinado Em frente a casa dela Eu pus o carro na calçada Dei um toque na busina Ela saiu na sacada Assim que ela me viu Correu descendo a escada Com duas mala na mão Me falou dando risada Vou levando a minha jóia Que é pr'ocê vende na estrada Ela me falou tristonha Uma coisa eu vou deixando É um lindo garotinho No berço ficou chorando Respondi no pé da letra Vá buscar que eu to mandando Coitadinho não tem curpa Nós dois acaba criando Pus mãe e filho no carro E pro mundo sai rodando Ela deixou seu conforto Num prédio lá da ladeira Com telefone na mesa E rádio de cabeceira E televisão na sala Pertinho da cristaleira Deixou vinho e champanha E fruta na geladeira Pra fugir com um boiadeiro E levar vida campeira A dona era casada Esposa de um ricaço Ele espalhou telegrama Gastou dinheiro no espaço Avisou toda a cidade Pra me ver eu no embaraço Mas um cabra viajado Não pode cair no laço Com tudo minha pobreza Eu pus o rico no fracasso
Sertanejo Raiz,Vieira Vieirinha,Adeus Querida,"Adeus querida, eu já vou partindo Teu rosto lindo me fez penar... Por todo mal que você me fez Jamais, talvez, eu torne a voltar... Meu coração desconsolado Sofreu calado e penou por ti... E vem sofrendo, sempre te amando Já desde quando eu te conheci... Vivo sofrendo, sempre tristonho Parece um sonho, mas não é não... Viver assim, não posso mais Já é demais a desilusão... Juro querida que eu lamento Cruel momento desta paixão... A minha alma sofre em delírio Este martírio do coração... Eu vou partir para o sertão E na solidão quero ficar... Quero esquecer a tua maldade A falsidade eu não vou lembrar... Agora mesmo eu deixo a cidade Só a saudade eu vou levar... Adeus querida e os erros teu Eu peço a Deus pra te perdoar..."
Sertanejo Raiz,Vieira Vieirinha,Aproveite a Mocidade,"Eu fui na sua casa, não viajei Meus olhos te procurou E não te encontrou Se eu pudesse te namorar Eu te namorava Se olhasse em outro ai, ai, meu bem E eu não gostava Casa moça, não fique aí parada Pois deste mundo não leva nada Faça seus gosto, suas vontade Aproveite bem sua mocidade A morena me pediu Dois presente delicado Um par de brinco E aliança de noivado O brinco custou dinheiro Aliança quatrocento Lá se foi meu ordenado A viola está tinindo Bate o pé rapaziada Daqui a pouco é madrugada O rei do terreiro está cantando É sinár que o dia vem clareando"
